,Unnamed: 0,index,maxAutoCorrelation,numberofTxns,stDevEosSent,numActiveDays,maxTxnsDay,minTxnsDay,avgTxnsPerActiveDays,numTxnsWeekdays,numTxnsWeekends,numActiveDaysWeekdays,numActiveWeekends,numActiveHours,maxTxnsHour,minTxnsHour,txnsPerActiveHour,numActiveHoursWeekdays,numActiveHoursWeekends,label,pred_y
161,161,dawsonderick,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
162,162,hudsonfranco,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
163,163,jasiahcaiden,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
164,164,davongerardo,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
165,165,antoinejakob,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
166,166,quintonorion,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
167,167,yusufbraxton,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
168,168,issaczachery,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
169,169,stevenzaiden,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
170,170,matiaskaiden,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
171,171,warrennelson,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
172,172,zacheryissac,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
173,173,dillonkareem,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
174,174,tracebraiden,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
175,175,porterjaylin,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
176,176,maximusemery,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
177,177,phillipuriah,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
178,178,kaedenjayson,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
179,179,justuslanden,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
180,180,elliotdraven,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
181,181,broganalexis,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
182,182,ramonalfonso,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
183,183,damiensidney,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
184,184,aaronsheldon,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
185,185,keaganquincy,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
186,186,londonjasper,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
187,187,enriquesoren,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
188,188,javontristin,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
189,189,kevinmarques,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
190,190,jeffreyronin,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
191,191,hxg1ltnpsqce,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
192,192,4qmkf23xwodu,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
193,193,huufipkwvml4,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
194,194,mofl2feru4uw,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
195,195,wdt4nskjfzuq,0.9345972423802608,33,0.0,31,2.0,0.0,1.064516129032258,22.0,6.0,21,5,33,1.0,0.0,1.0,22,6,,1.0
196,196,u5fgyg4ztrhv,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
197,197,r5kercawyl5z,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
198,198,n2gwhu32qsvb,0.9345972423802608,33,0.15427784316797402,31,2.0,0.0,1.064516129032258,22.0,6.0,21,5,33,1.0,0.0,1.0,22,6,,1.0
199,199,zkkg1ufiizbm,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
200,200,yuxgmzqrrrie,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
201,201,geegfwuvlixi,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
202,202,tbis5usofvpy,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
203,203,yrvpard1pvqd,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
204,204,zbsjugubwszl,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
205,205,3abyhffwmutq,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
206,206,e24nikemrw33,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
207,207,tfbyqh5giaww,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
208,208,jpzru2rrfqsf,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
209,209,mu5pxgjuflg3,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
210,210,by3xl12zczqg,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
211,211,sgdj2tfei2td,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
212,212,3fthx4eluzbt,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
213,213,lsk53tucsmnh,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
214,214,5n2xhtawjgmd,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
215,215,ovymszwwegal,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
216,216,4k5gyczg5txc,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
217,217,rywg1mq4zutm,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
218,218,onyeakhxqljo,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
219,219,okvcjvf1u2yi,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
220,220,gvani4jyf4pw,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
221,221,1g2af1avccow,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
222,222,sbt4zkjqyjik,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
223,223,1phagtyzxye5,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
224,224,ig2egof2iyhc,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
225,225,1rbsxp4b3fm2,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
226,226,xyodo5vumadc,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
227,227,xzyfu2rv5ppg,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
228,228,r5h1mw1l5klq,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
229,229,i3dc3gdre5ze,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
230,230,2vsmcafdfhug,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
231,231,1n4h3eylvdkx,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
232,232,loopbhvbrlzi,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
233,233,2ls2t3lfbxqp,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
234,234,ffwuzzwt43io,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
235,235,nd1ahm1dcadj,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
236,236,2czna1w2h2kc,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
237,237,qvw42ixbabzf,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
238,238,2xdg3tpftufa,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
239,239,g3cywduiax5l,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
240,240,ztefultajuws,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
241,241,p2tlcsjz4qpr,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
242,242,hbgokizsoo5l,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
243,243,ehvyjbs3aols,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
244,244,xednwcuqs5ab,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
245,245,cdpwiqau5cqv,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
246,246,anyx2cfbv5d5,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
247,247,vztc1lq5wi2i,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
248,248,4f2mkg4cqsyy,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
249,249,xkhxsuc2wdgh,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
250,250,w24cz2evojvx,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
251,251,jr4q4gmxie1n,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
252,252,xdowg4renrt1,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
253,253,gt2toxnkt1nz,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
254,254,5gwnhrvlrixi,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
255,255,eipk2emamjqx,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
256,256,zrg3tmcnl4o2,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
257,257,fzcpa1gb3jg3,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
258,258,ly2x1cwt1tjw,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
259,259,3pumb2qqacs3,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
260,260,acecfpkjs5vw,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
261,261,sf1dsijonbeb,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
262,262,hhcaryinfwfk,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
263,263,5rej2qp14dov,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
264,264,d1lsqpi1fj13,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
265,265,1aisuion2gdh,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
266,266,fqccealti1so,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
267,267,gmnxaeqwelqb,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
268,268,fugjewaz2qrm,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
269,269,tywr3wxnsfqv,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
270,270,w2hfwswlfj5x,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
271,271,kpx2bxjuq1w1,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
272,272,mpmjyuxvfqau,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
273,273,xqgbedaoahev,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
274,274,atwiyfwds3to,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
275,275,ikwa4n2ynnhl,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
276,276,lqvahsbnsoha,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
277,277,pkhlnbzzbjfi,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
278,278,srflzy11zgi5,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
279,279,fi1biyutnhrl,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
280,280,dj4ywiqfgb3y,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
281,281,js13k1sl2t2p,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
282,282,zd242zv5x4jt,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
283,283,kdhcewpyskmo,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
284,284,yaajunhz2a4o,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
285,285,w4eovmz5bzbq,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
286,286,vq5ngtt2ljdm,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
287,287,3ak3qkajj12s,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
288,288,qdrbywlyxqvq,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
289,289,qnmzx4f2totf,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
290,290,qtpeyiu4ocng,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
291,291,fiojsuayx5qs,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
292,292,vfaiwwgoub54,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
293,293,cwuq1ezwiw3j,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
294,294,gochcq5uic1r,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
295,295,bagjug1tkwi1,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
296,296,ach1qbrztf5w,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
297,297,5n112vxtsgtq,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
298,298,3etc43cqejw3,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
299,299,fnduuxkqebx5,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
300,300,ealyzgmsjfmj,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
301,301,talgvnjoi4yk,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
302,302,ghz2hh5dpp3o,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
303,303,aa25rrxlspdj,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
304,304,lpswxs1w4suw,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
305,305,cyv3sn4k5qms,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
306,306,w5tb55w2odmv,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
307,307,u4vri314qxf1,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
308,308,hdgkmdgefdn2,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
309,309,sc3a2lyphiny,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
310,310,nn4h421vd45a,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
311,311,x15l5sc3aisu,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
312,312,co3oyolcbnmo,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
313,313,msxkq3syrpvm,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
314,314,xbo3d4c1ihh3,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
315,315,aez5ednmpb45,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
316,316,jy3becr4npav,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
317,317,2canki312qtj,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
318,318,ojwz2yw2u4wd,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
319,319,iv2skdi1oht2,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
320,320,yc5lnvhvwkfe,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
321,321,bpipsffvzj3v,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
322,322,z1fr4vdnlnqm,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
323,323,solcfwneppwv,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
324,324,tg2aemyeelqb,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
325,325,u44e3lo5ntdz,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
326,326,z1gbxkxsylf5,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
327,327,2envc5zax2jg,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
328,328,r413l3la5roy,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
329,329,oqxozr4elegk,0.966292660121552,32,0.0,31,2.0,0.0,1.032258064516129,21.0,6.0,21,5,32,1.0,0.0,1.0,21,6,,1.0
